date,opposition_code,opposition_full,md_plus_code,md_minus_code,season,distance,distance_over_21,distance_over_24,distance_over_27,accel_decel_over_2_5,accel_decel_over_3_5,accel_decel_over_4_5,day_duration,peak_speed,hr_zone_1_hms,hr_zone_2_hms,hr_zone_3_hms,hr_zone_4_hms,hr_zone_5_hms,high_speed_total,accel_total,distance_norm,high_speed_norm,accel_norm,peak_speed_norm
16/08/2022,,,2,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
17/08/2022,,,3,-4,2022/2023,4746.079919,43.05453292,0.0,0.0,98.62359037,22.81968352,5.78648604,66.90251893,22.543,0:06:52,0:18:45,0:13:40,0:06:23,0:00:04,43.05453292,127.22975993,30.320091204313933,2.39656763825809,26.064544669855373,68.44278471020434
18/08/2022,,,4,-3,2022/2023,4995.294095,179.0132661,75.69530728,49.11336827,137.6739085,40.03787766,11.27466661,79.10967238,30.6657,0:02:20,0:10:20,0:18:43,0:22:49,0:00:00,303.82194165000004,188.98645277,31.91218334660555,16.911804257732218,38.71614505074369,93.1041078422443
19/08/2022,,,5,-2,2022/2023,3468.36657,38.83175239,8.502787848,2.099493278,75.95655001,18.3251661,3.082021388,81.55446762,27.1173,0:13:15,0:23:48,0:17:03,0:02:53,0:00:05,49.434033516,97.363737498,22.15748418213551,2.751673213437137,19.946131208900518,82.33081337098098
20/08/2022,,,6,-1,2022/2023,2436.343984,6.828462805,29.07490675,2.949025548,63.29754513,22.28608377,6.685321314,59.64192971,27.0906,0:07:09,0:17:40,0:20:45,0:06:40,0:00:06,38.852395103,92.26895021400001,15.564460156736262,2.1626617793225127,18.90240283261269,82.24974952181438
21/08/2022,LEE,Leeds United,0,0,2022/2023,5635.717452,342.9453935,147.0083937,60.52226543,149.3339219,54.88763993,20.36545625,64.04870174,30.2783581,0:01:53,0:06:15,0:22:15,0:23:45,0:00:38,550.47605263,224.58701808,36.00349552950369,30.641444788645856,46.00934850648489,91.92809940188845
22/08/2022,,,1,-5,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
23/08/2022,,,2,-4,2022/2023,3275.065816,78.4648397,8.894065901,0.0,64.23770174,17.4907045,3.420880917,60.3564997,25.3047,0:04:36,0:19:29,0:16:01,0:01:57,0:00:00,87.358905601,85.149287157,20.922592104638095,4.8627057798075874,17.443854330394387,76.82757992531197
24/08/2022,,,3,-3,2022/2023,5673.246746,119.9512426,38.90034186,18.76901698,97.1870205,26.89396349,7.714358077,64.47035894,29.0369,0:04:47,0:16:14,0:21:58,0:14:11,0:00:02,177.62060144,131.795342067,36.24324952360694,9.886991134940464,26.999859014700494,88.15890943316028
25/08/2022,,,4,-2,2022/2023,5716.893586,171.7022802,107.6121287,33.36835798,101.5824729,30.83581335,6.771580602,75.58331233,30.1399,0:04:11,0:16:37,0:18:20,0:12:07,0:00:05,312.68276688,139.189866852,36.52208515051711,17.405029141484565,28.514716243677622,91.50772687251421
26/08/2022,,,5,-1,2022/2023,3871.322539,194.1813903,91.74957385,21.40397402,66.43034436,19.55884316,9.011714156,59.95414971,28.97405,0:03:43,0:16:45,0:16:39,0:07:02,0:00:02,307.33493817000004,95.000901676,24.731747982981272,17.107350073750915,19.462075907185437,87.96809059720073
27/08/2022,LEI,Leicester City,0,0,2022/2023,9243.83888,538.5219348,278.0489025,125.5087852,227.6969267,95.00008081,34.41884819,90.21831558,31.7049,0:06:21,0:19:59,0:10:34,0:20:36,0:00:25,942.0796225,357.1158557,59.05379654429353,52.43948506284013,73.15947289633682,96.2592221513799
28/08/2022,,,1,-2,2022/2023,4714.720847,116.232693,75.95010202,10.46576433,108.8349922,38.06803639,11.51783015,64.55603515,28.11856667,0:04:39,0:14:29,0:16:09,0:10:27,0:00:03,202.64855935000003,158.42085874000003,30.11975536097588,11.280135826354101,32.45441594433085,85.37075832650211
29/08/2022,,,2,-1,2022/2023,1419.717131,86.59832953,20.78553429,4.390746102,21.5880745,4.23804069,1.872396471,55.7508119,27.2766,0:10:02,0:16:26,0:07:28,0:01:50,0:00:01,111.774609922,27.698511661000005,9.069790991913322,6.2217702701763935,5.67437284228038,82.81446397668276
30/08/2022,SOU,Southampton,0,0,2022/2023,5380.990631,264.8703619,161.8232331,87.91587561,169.8959494,72.88446342,26.64623008,56.71042608,29.81470476,0:02:17,0:06:56,0:18:54,0:20:43,0:01:02,514.60947061,269.4266429,34.37618613380934,28.6449839299535,55.19528428710304,90.52040185809274
31/08/2022,,,1,-3,2022/2023,3171.196542,150.2844427,0.0,12.08542842,49.10755493,5.873294915,0.0,29.72558671,27.6732,0:07:10,0:04:33,0:04:22,0:01:55,0:00:00,162.36987112,54.980849845,20.259028507995286,9.038081525059752,11.263487548511113,84.0185809272247
1/9/2022,,,2,-2,2022/2023,3939.213092,88.62988059,38.8643167,28.22681532,74.95951062,28.35947243,7.890767232,68.67255145,30.66142857,0:06:31,0:21:29,0:18:13,0:03:54,0:00:03,155.72101261,111.209750282,25.16546334260485,8.667982535342901,22.782653253008068,93.0911393569542
2/9/2022,,,3,-1,2022/2023,4283.844231,126.7228301,28.36996669,2.47109923,38.51446163,13.93774679,2.68766043,62.94869557,27.0873,0:05:29,0:21:21,0:15:06,0:03:23,0:00:00,157.56389602,55.13986885,27.367121920770604,8.770563946449956,11.296064501902041,82.23973039438928
3/9/2022,WHU,West Ham United,0,0,2022/2023,3128.296272,494.3630694,246.2546383,72.26966195,86.34745963,36.19347414,14.74687136,31.01756843,29.85651333,0:01:00,0:00:40,0:02:37,0:01:27,0:00:02,812.88736965,137.28780513,19.984962305721186,45.248187160032295,28.12505605139897,90.64733682484743
4/9/2022,,,1,-2,2022/2023,3769.789047,262.7822805,62.88869897,18.83100757,101.2766608,35.98319876,10.32962251,43.06702465,28.7826,0:02:24,0:04:01,0:09:58,0:06:14,0:00:01,344.50198704,147.58948207,24.083106411353228,19.17619951863763,30.23547832150919,87.38682940158485
5/9/2022,,,2,-1,2022/2023,1653.959753,51.19878885,26.0903898,11.16943721,15.83050882,1.615322271,0.0,30.41873857,27.9332,0:04:20,0:04:25,0:01:52,0:00:28,0:00:04,88.45861586,17.445831091,10.566238119688212,4.923919543828135,3.5739880671338238,84.80796672435255
6/9/2022,DIN,Dinamo Zagreb,0,0,2022/2023,3491.169199,195.7521222,90.3214388,46.01970304,86.3652067,32.55716531,12.3500435,23.42294754,30.8133,0:01:20,0:01:48,0:03:15,0:02:26,0:00:01,332.09326404,131.27241551,22.303157622696496,18.48548609180367,26.892731227840887,93.55223608707533
7/9/2022,,,1,-7,2022/2023,6489.755554,228.8795459,94.83445158,35.08946563,117.6909894,29.13790831,7.633827506,102.6247436,30.1673,0:13:06,0:33:30,0:19:31,0:06:41,0:00:02,358.80346311,154.462725216,41.45947469263062,19.972270278303522,31.643544744838596,91.59091599113461
8/9/2022,,,2,-6,2022/2023,3755.942243,205.8010982,50.06622742,11.04311379,79.00991167,18.13888581,3.040679184,52.23107419,28.446,0:02:55,0:13:54,0:16:20,0:07:35,0:00:01,266.91043941,100.189476664,23.99464680525019,14.857179442448654,20.525017821262978,86.36487840422626
9/9/2022,,,3,-5,2022/2023,4608.970329,240.0896798,87.65903191,17.68228214,124.2758065,35.96004306,9.612084974,81.37187294,28.56055,0:03:03,0:19:17,0:20:51,0:12:01,0:00:05,345.43099385,169.847934534,29.444173532311897,19.22791132470238,34.79538968854292,86.71266356984547
10/9/2022,,,4,-4,2022/2023,5590.174035,102.5909633,58.9054662,41.62207847,129.3280989,43.35589735,14.04262947,78.47921058,30.401,0:02:09,0:12:46,0:16:06,0:16:00,0:00:01,203.11850797,186.72662572,35.712543716478365,11.30629482931968,38.25319233336625,92.30045237878375
11/9/2022,,,5,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
12/9/2022,,,6,-2,2022/2023,4764.915757,134.9769759,26.70657358,11.5426603,114.7294671,28.87194949,6.947102635,83.84561565,28.66,0:07:09,0:26:11,0:16:46,0:08:00,0:00:04,173.22620978,150.54851922499998,30.440423001463696,9.642383746869251,30.841672628161128,87.01460363724686
13/09/2022,,,7,-1,2022/2023,2556.075053,15.36971542,29.86845511,10.83658197,65.94619588,22.92344979,5.676395991,54.72289519,28.3028,0:04:46,0:14:37,0:15:41,0:03:50,0:00:05,56.074752499999995,94.546041661,16.329356027439363,3.1213191283374844,19.36889236910424,85.930108995962
14/09/2022,RBS,Salzburg,0,0,2022/2023,6831.807937,583.6389648,192.348596,98.16687756,175.6162065,69.43380474,29.05089329,70.7016143,31.34165524,0:01:30,0:08:00,0:16:31,0:18:49,0:00:48,874.15443836,274.10090453,43.64465901868767,48.65852898011773,56.15286293160222,95.15637501897564
15/09/2022,,,1,-10,2022/2023,5003.656438,112.4881067,1.819917051,0.834700012,133.0942152,47.452582,15.77217379,69.38929913,26.7946,0:02:29,0:13:54,0:20:09,0:18:50,0:01:24,115.142723763,196.31897099000003,31.965605751362524,6.409251403656771,40.21829949002637,81.35106415277652
16/09/2022,,,2,-10,2022/2023,2675.802324,146.3211085,31.06202099,13.0937155,22.52316673,7.661614544,1.733773537,72.20670774,29.1539,0:17:23,0:20:49,0:10:26,0:02:44,0:00:00,190.47684499000002,31.918554811,17.094227634811805,10.602615139008613,6.538899374849559,88.51413304186781
17/09/2022,,,3,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
18/09/2022,,,4,-10,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
19/09/2022,,,5,-10,2022/2023,5138.242651,391.2378952,156.6084778,28.73134631,96.03054662,24.43786529,8.31021162,115.3483193,28.74074857,0:16:53,0:29:41,0:17:27,0:06:00,0:00:00,576.5777193100001,128.77862353,32.825402957192765,32.09435590920361,26.381847984047933,87.25976430761759
20/09/2022,,,6,-10,2022/2023,3573.506891,140.0195148,48.80235138,13.47239382,84.21320761,20.93022165,7.241534267,81.55632281,28.5244,0:11:09,0:27:46,0:16:44,0:03:44,0:00:01,202.29426,112.38496352700001,22.82916779816752,11.260414270947992,23.023409803501927,86.6029085830525
21/09/2022,,,7,-10,2022/2023,5492.495697,160.3334267,16.62395456,0.0,115.3629551,34.61122129,7.761611941,80.80652657,25.8151,0:05:20,0:23:28,0:21:51,0:09:35,0:00:01,176.95738125999998,157.735788331,35.088530600940736,9.85007395311013,32.314071041635124,78.37720496705833
22/09/2022,,,8,-9,2022/2023,4719.036826,35.09281803,29.92774057,11.00291882,57.31607328,11.23711456,2.697527913,66.58423049,28.4489,0:06:48,0:19:46,0:17:08,0:04:57,0:00:03,76.02347742,71.250715753,30.14732777424099,4.231735740140429,14.59656502161912,86.37368309196344
23/09/2022,,,9,-8,2022/2023,4204.835622,132.0208482,47.82109959,0.0,48.24258282,11.72739038,3.105659067,60.86984882,26.553795,0:03:30,0:20:58,0:15:18,0:02:48,0:00:00,179.84194779,63.075632266999996,26.862379423448573,10.010639132368855,12.92180096627643,80.61995628017125
24/09/2022,,,10,-7,2022/2023,4897.708424,371.3553646,211.0691626,78.54591039,85.05512017,20.60878503,4.545545275,69.20331888,30.59651667,0:07:15,0:16:49,0:17:58,0:08:09,0:00:00,660.97043759,110.20945047499998,31.288762229504435,36.79195320773399,22.57772982143715,92.89406038801349
25/09/2022,,,10,-6,2022/2023,7994.176379,298.8809008,79.71962449,18.28373691,155.8323283,44.62580389,13.07178575,99.5102122,28.8263,0:08:54,0:25:56,0:25:32,0:12:42,0:00:03,396.8842622,213.52991794000002,51.070390943969294,22.091982293474587,43.7441687193293,87.51950693748672
26/09/2022,,,10,-5,2022/2023,6481.453235,133.6808313,71.11997141,18.31078419,96.95180029,24.51706169,5.607561713,60.56431432,28.76939167,0:04:01,0:15:35,0:25:42,0:17:04,0:00:03,223.1115869,127.07642369299998,41.40643574815782,12.419180342252979,26.03313189975352,87.34672760117802
27/09/2022,,,10,-4,2022/2023,8433.076205,365.0307741,176.6016398,75.81824172,160.053587,55.49264415,18.60933484,116.5542714,32.2044,0:10:01,0:25:28,0:25:50,0:19:47,0:00:07,617.4506556199999,234.15556598999999,53.874280254935925,34.36948816120457,47.969580488083075,97.7757537116313
28/09/2022,,,10,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
29/09/2022,,,10,-2,2022/2023,1195.107351,25.66183451,21.73289179,22.70475016,48.92202709,24.01274766,5.39032011,59.01455933,30.47083333,0:06:45,0:13:44,0:15:06,0:06:24,0:00:07,70.09947646,78.32509486000001,7.634882787414357,3.9019848863540014,16.045836562706224,92.51247329750737
30/09/2022,,,10,-1,2022/2023,2246.872857,19.15910312,0.994728653,6.529368146,21.88651031,9.204239632,1.623983428,45.4524609,28.7998,0:06:43,0:13:13,0:10:39,0:00:49,0:00:17,26.683199919,32.71473337,14.35403345738254,1.4852813182265572,6.702006116760054,87.43905030816408
1/10/2022,CRY,Crystal Palace,0,0,2022/2023,2412.574632,171.7113665,97.18958535,36.67832717,54.76758112,27.981111,12.79177405,32.21081053,30.62161,0:02:27,0:01:39,0:03:32,0:02:22,0:00:01,305.57927902,95.54046617,15.412610855248035,17.009623873573112,19.572612175302805,92.97024622764673
2/10/2022,,,1,-3,2022/2023,6517.875457,252.2509379,125.0451799,51.49824563,164.1808057,49.62793059,13.78128911,80.97088094,31.20963333,0:01:12,0:07:54,0:22:23,0:21:38,0:00:02,428.79436343,227.5900254,41.63911726885511,23.86821143254006,46.62455062962893,94.75554340103834
3/10/2022,,,2,-2,2022/2023,5641.407219,58.87394049,63.95130083,20.22045198,161.3979026,46.46323619,13.68267251,89.88005004,28.8883,0:06:13,0:21:10,0:18:06,0:21:36,0:00:03,143.0456933,221.54381130000002,36.03984431783333,7.962429414620907,45.38591104106361,87.70774508910952
4/10/2022,,,3,-1,2022/2023,3282.389955,114.123673,11.07763074,5.828122795,58.48214363,15.72700291,6.419322214,47.29598072,27.8874,0:05:20,0:15:33,0:14:40,0:02:11,0:00:01,131.029426535,80.62846875400001,20.96938199571938,7.293561490419181,16.51771037418377,84.66891338008926
5/10/2022,MIL,Milan,0,0,2022/2023,5682.388525,254.0269865,159.8389907,73.45188602,115.3018061,47.94725372,15.85445427,44.94286276,29.6802481,0:01:10,0:00:42,0:09:36,0:11:38,0:00:05,487.31786322,179.10351408999998,36.30165131577653,27.125836499218366,36.69150634329013,90.11217809758023
6/10/2022,,,1,-2,2022/2023,3014.069068,113.9087926,36.10962995,5.337962276,74.25962311,22.76707337,7.329206632,62.89678165,27.3825,0:04:17,0:17:17,0:17:29,0:06:51,0:00:01,155.356384826,104.355903112,19.255227597835457,8.647686062756197,21.378560328356528,83.13598688405138
7/10/2022,,,2,-1,2022/2023,2978.612609,30.03539049,0.0,6.837852247,53.8725542,10.95997951,3.672462971,41.97144339,28.8215,0:04:29,0:09:35,0:06:27,0:01:28,0:00:20,36.873242737,68.50499668100001,19.028715805154032,2.0524951559764677,14.034071486754385,87.50493366123206
8/10/2022,WOL,Wolverhampton Wanderers,0,0,2022/2023,4286.457344,283.3217157,146.9968096,40.45179652,104.7357236,37.2443396,10.84711633,44.57726651,30.79512,0:01:15,0:01:37,0:06:54,0:06:46,0:00:17,470.77032182000005,152.82717953000002,27.383815660833854,26.20474179623637,31.3084835640599,93.49703980326079
9/10/2022,,,1,-2,2022/2023,3958.094064,117.6656211,64.91974865,8.418672333,151.507872,41.89179283,11.44491234,48.16531563,27.7554,0:02:16,0:10:19,0:17:55,0:20:30,0:02:15,191.00404208299997,204.84457717,25.286083476027866,10.63196079453843,41.96487232989076,84.26814828308589
10/10/2022,,,2,-1,2022/2023,2580.125049,89.45274405,23.57907059,12.25895899,41.9657442,13.83219598,2.438292256,63.77357094,27.5704,0:06:06,0:15:32,0:11:20,0:02:14,0:00:00,125.29077363,58.236232436,16.482998208908786,6.974127765174189,11.930391777578844,83.70646992743723
11/10/2022,MIL,Milan,0,0,2022/2023,6490.633016,187.6301087,31.05300468,3.361455764,138.2858983,52.27608452,20.08786752,53.46195219,27.2947,0:02:52,0:11:28,0:18:28,0:18:32,0:00:55,222.044569144,210.64985034000003,41.46508031417985,12.359786358622314,43.154152274641326,82.86941737255974
12/10/2022,,,1,-4,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
13/10/2022,,,2,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
14/10/2022,,,3,-2,2022/2023,4435.32419,62.16740662,0.0,0.0,97.14975526,22.84920319,7.450766024,76.62825879,22.8186,0:06:38,0:19:42,0:14:04,0:08:06,0:00:03,62.16740662,127.449724474,28.334843967363,3.460457813739622,26.109607049019072,69.27953365515985
15/10/2022,,,4,-1,2022/2023,4432.379185,12.38368999,0.0,5.519188142,71.00717465,19.02275745,1.864376292,72.14290416,27.924,0:10:33,0:19:28,0:13:58,0:02:38,0:00:00,17.902878132,91.894308392,28.31602995206593,0.9965375409495827,18.82565295498903,84.78003461153111
16/10/2022,AVL,Aston Villa,0,0,2022/2023,11741.87661,688.1678933,300.9300657,91.7950498,236.0224161,87.06603379,30.13562707,98.26980155,29.9964,0:09:10,0:18:16,0:02:31,0:08:53,0:00:04,1080.8930088,353.22407696,75.012384072962,60.1663292950548,72.36219527143417,91.07204663448402
17/10/2022,,,1,-2,2022/2023,4806.045344,133.3486433,52.58387332,5.992087441,117.8085513,37.39097478,12.12993619,65.71720589,27.3605,0:03:18,0:14:47,0:16:07,0:10:13,0:00:19,191.924604061,167.32946227,30.703177285065923,10.683202531374478,34.27945039210052,83.06919270121747
18/10/2022,,,2,-1,2022/2023,3468.125369,91.85291349,14.96052305,0.0,91.69689472,24.56051248,6.431111368,72.16988243,26.0151,0:10:41,0:26:19,0:15:54,0:05:37,0:00:00,106.81343654000001,122.688518568,22.155943281762276,5.945613806066538,25.134216825162692,78.98442481100282
19/10/2022,BRE,Brentford,0,0,2022/2023,12652.12978,795.6464433,349.7045185,80.62868412,232.1942874,95.33476329,34.1123315,96.88503478,29.46996,0:09:13,0:20:15,0:02:20,0:16:50,0:00:40,1225.9796459200002,361.64138219,80.82749035107774,68.24236486398247,74.08658136072532,89.47372256125331
20/10/2022,,,1,-2,2022/2023,2919.951985,62.52408036,44.7859422,8.503722301,66.80935372,22.52975598,7.53788819,37.46608163,27.8497,0:02:00,0:03:10,0:06:27,0:03:27,0:00:01,115.81374486099999,96.87699789000001,18.65396537951082,6.44660281218426,19.846416753239488,84.55445243950572
21/10/2022,,,2,-1,2022/2023,3556.09284,85.87857349,7.881885331,3.644279153,73.51149875,15.0317299,2.765391364,83.36471666,27.0394,0:10:27,0:27:30,0:18:17,0:03:23,0:00:00,97.404737974,91.308620014,22.71791901526295,5.421892353942121,18.70566765517085,82.09430124176458
22/10/2022,MUN,Manchester United,0,0,2022/2023,8622.662508,277.2409544,85.23433913,19.34427861,177.1243848,73.03737938,27.5025884,93.74086007,28.67684667,0:08:05,0:23:22,0:17:49,0:09:56,0:00:02,381.81957214000005,277.66435258,55.085442750332724,21.253428342714777,56.88287807058414,87.0657517988888
23/10/2022,,,1,-2,2022/2023,3554.762789,111.9784471,58.25953428,38.53217726,68.78814311,13.52250995,2.218835455,38.42148287,31.6461,0:04:00,0:06:57,0:07:54,0:01:56,0:00:01,208.77015864,84.529488515,22.70942205180792,11.620885702332494,17.31688113324607,96.08069951726024
24/10/2022,,,2,-1,2022/2023,3038.770565,24.79786804,26.82599586,3.255730262,79.65341429,26.40773388,4.678942484,48.80141291,27.2963,0:02:50,0:13:08,0:18:29,0:06:59,0:00:16,54.879594162000004,110.740090654,19.413031860449077,3.0547923865245554,22.686437836423387,82.8742751313113
25/10/2022,RBS,Salzburg,0,0,2022/2023,8088.84218,814.0971935,372.3596004,168.9859373,187.250673,70.22422164,24.98965486,43.30948118,31.39681333,0:01:20,0:02:19,0:22:49,0:22:52,0:00:46,1355.4427311999998,282.4645495,51.67515861944791,75.44873825810579,57.86625607203818,95.323840452986
26/10/2022,,,1,-3,2022/2023,5825.26028,221.8942435,146.2520967,42.84691966,119.566337,36.99316865,6.155665081,77.0662783,30.1004,0:03:04,0:15:28,0:23:08,0:13:31,0:00:10,410.99325985999997,162.715170731,37.21438028706472,22.877339023811054,33.33415734113374,91.38780095333516
27/10/2022,,,2,-2,2022/2023,4023.03016,111.6673412,58.47762584,26.39113329,103.7410282,35.11721211,7.846113496,62.92304035,29.5299,0:03:00,0:16:33,0:16:58,0:10:36,0:00:12,196.53610032999998,146.70435380599997,25.70092443673106,10.939894730144088,30.054149164020615,89.65570634848348
28/10/2022,,,3,-1,2022/2023,3433.051303,220.7103892,50.64566993,10.97020389,70.13780648,25.21831445,6.46218438,66.04088515,28.4325,0:08:37,0:20:47,0:19:12,0:03:19,0:00:01,282.32626302,101.81830531,21.931874387395624,15.71527872898531,20.858702935709196,86.32389106476
29/10/2022,BHA,Brighton & Hove Albion,0,0,2022/2023,5715.463619,96.60474662,21.17766058,45.66880858,78.44738276,26.72580253,5.345486603,69.11922099,32.4917,0:05:32,0:12:48,0:19:47,0:10:16,0:00:08,163.45121577999998,110.51867189299999,36.512949878756174,9.098272994858634,22.641077543438445,98.64802501745758
30/10/2022,,,1,-3,2022/2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0:00:00,0:00:00,0:00:00,0:00:00,0:00:00,0.0,0.0,0.0,0.0,0.0,0.0
31/10/2022,,,2,-2,2022/2023,4721.401147,82.17289862,7.783663252,15.83840947,108.1242641,26.73629895,4.722287136,71.64030959,30.0663,0:05:27,0:20:18,0:25:16,0:10:25,0:00:09,105.794971342,139.582850186,30.16243211921194,5.8889224296032445,28.595223600361997,91.28426996994263
1/11/2022,,,3,-1,2022/2023,2636.880762,56.59622986,59.15932271,34.30072356,59.83315572,17.53977781,4.093748573,46.39939062,31.68875,0:05:16,0:06:16,0:08:38,0:02:51,0:00:14,150.05627613,81.466682103,16.845579207099906,8.35266325984516,16.689428447768904,96.2101891489814
2/11/2022,DIN,Dinamo Zagreb,0,0,2022/2023,2337.306867,98.23018785,74.57092391,21.82099394,48.56737381,17.14354868,12.07899949,17.24683854,29.52370667,0:01:32,0:01:38,0:02:56,0:02:37,0:00:02,194.6221057,77.78992198,14.931766550370481,10.833355016925484,15.936199969471044,89.63690278410299
